bom_id,bom_name,company,stored_qty,stored_uom,computed_qty,diff,line_count,skipped_lines,status,notes
128,Wasabi Radish Pickles,Krawings,1.0,Units,0.0,-1.0,7,7,all_skipped,"Radish, fresh: kg not convertible to Units; Water, tap: kg not convertible to Units; Sugar, white 1kg: kg not convertible to Units"
129,Raddish Kimchi 2kg // Rettich Kimchi 2kg,Krawings,1.0,Units,0.0,-1.0,6,6,all_skipped,"Radish, fresh: kg not convertible to Units; Salt, fine: kg not convertible to Units; [6013501] Chili gemahlen: kg not convertible to Units"
130,Kimchi 15kg,Krawings,200.0,Units,200.0,0.0,15,14,ok,"Onions,  yellow, fresh: kg not convertible to Units; Radish, fresh: kg not convertible to Units; Apple, fresh: kg not convertible to Units"
131,Lemonade Concentrate 13kg,Krawings,1.0,Units,0.0,-1.0,4,4,all_skipped,"Honey Yuzu: kg not convertible to Units; Cranberry Juice: L not convertible to Units; Orange Juice, fresh: L not convertible to Units"
133,KFC Brining Powder,Krawings,1.0,Units,0.0,-1.0,5,5,all_skipped,"Black peppercorn, whole: kg not convertible to Units; White Pepper, ground: kg not convertible to Units; Ginger powder: kg not convertible to Units"
134,Soy Meat Brining,Krawings,1.0,Units,0.0,-1.0,4,4,all_skipped,"Soy Meat: kg not convertible to Units; Water, tap: kg not convertible to Units; Kikkoman Soy Sauce 20L: kg not convertible to Units"
135,Sour Chili Sauce (ChoJang),Krawings,5.0,Units,5.0,0.0,7,6,ok,"Chili Paste (Gochujang): kg not convertible to Units; Vinegar, white 5% 5l: L not convertible to Units; Sugar, white 1kg: kg not convertible to Units"
136,BBQ Curry Marinade 15kg,Krawings,1.0,Units,0.0133,-0.9867,11,10,mismatch,"Rapeseed Oil: L not convertible to Units; Olivenöl Sansa 12x1 Ltr.: L not convertible to Units; Salt, fine: kg not convertible to Units"
137,Vegan Kimchi Sauce,Krawings,1.0,Units,0.0,-1.0,14,14,all_skipped,"Onions,  yellow, fresh: kg not convertible to Units; Apple, fresh: kg not convertible to Units; Pear, fresh: kg not convertible to Units"
138,Soy Braised Spicy Potato,Krawings,1.0,Units,0.0,-1.0,4,4,all_skipped,"Potato / Kartoffeln Festkochend 25kg: kg not convertible to Units; Spicy Potato Sauce: kg not convertible to Units; Water, tap: kg not convertible to Units"
139,Topping Sauce: SOY,Krawings,1.0,Units,0.0,-1.0,4,4,all_skipped,"KFC Soy Sauce 15Kg: kg not convertible to Units; Garlic, fresh: kg not convertible to Units; [413065] Sesame Oil: L not convertible to Units"
140,Topping Sauce: SPICY,Krawings,1.0,Units,0.0,-1.0,4,4,all_skipped,Red Sauce 10kg: kg not convertible to Units; [Chungjugone Corn Syrup 5kg] Chungjugone Maissirup 5kg: kg not convertible to Units; [413065] Sesame Oil: L not convertible to Units
141,Jap Chae Sauce,Krawings,1.0,Units,0.0,-1.0,7,7,all_skipped,Kikkoman Soy Sauce 20L: kg not convertible to Units; Mirin: L not convertible to Units; [Chungjugone Corn Syrup 5kg] Chungjugone Maissirup 5kg: kg not convertible to Units
142,Miso Paste 5kg,Krawings,1.0,Units,0.0,-1.0,6,6,all_skipped,"Soybean Paste (Doenjang): kg not convertible to Units; Mushroom Powder: kg not convertible to Units; Chili Powder, Coarse: kg not convertible to Units"
143,KFC Wasabi Soy Mayo,Krawings,1.0,Units,0.0,-1.0,7,7,all_skipped,Mayonnaise 10kg Eimer: kg not convertible to Units; Kikkoman Soy Sauce 20L: kg not convertible to Units; [Chungjugone Corn Syrup 5kg] Chungjugone Maissirup 5kg: kg not convertible to Units
144,Homemade Soy Sauce 15kg,Krawings,5.0,Units,5.0,0.0,15,14,ok,"Kikkoman Soy Sauce 20L: kg not convertible to Units; Pear, fresh: kg not convertible to Units; Apple, fresh: kg not convertible to Units"
145,KFC Spicy Sauce 15Kg,Krawings,1.0,Units,0.0,-1.0,9,9,all_skipped,"Chili Powder, Coarse: kg not convertible to Units; [6013501] Chili gemahlen: kg not convertible to Units; Chili Flakes with Seed: kg not convertible to Units"
146,Red Sauce 10kg,Krawings,1.0,Units,0.0,-1.0,16,16,all_skipped,"Apple, fresh: kg not convertible to Units; Pear, fresh: kg not convertible to Units; Onions,  yellow, fresh: kg not convertible to Units"
147,Bulgogi Sauce 15kg,Krawings,1.0,Units,2.1333,1.1333,9,8,mismatch,"Apple, fresh: kg not convertible to Units; Pear, fresh: kg not convertible to Units; Onions,  yellow, fresh: kg not convertible to Units"
148,Galbi Sauce 15kg,Krawings,1.0,Units,0.0,-1.0,13,13,all_skipped,"Apple, fresh: kg not convertible to Units; Pear, fresh: kg not convertible to Units; Ginger, fresh: kg not convertible to Units"
149,Soy Pickling Sauce,Krawings,1.0,Units,0.0,-1.0,7,7,all_skipped,"Kikkoman Soy Sauce 20L: kg not convertible to Units; Vinegar, white 5% 5l: L not convertible to Units; Sugar, white 1kg: kg not convertible to Units"
150,Soy Braised Potato Sauce,Krawings,1.0,Units,0.0,-1.0,7,7,all_skipped,"Kikkoman Soy Sauce 20L: kg not convertible to Units; Sugar, white 1kg: kg not convertible to Units; [Chungjugone Corn Syrup 5kg] Chungjugone Maissirup 5kg: kg not convertible to Units"
152,Coco Bread,What a Jerk,10.675,kg,10.675,0.0,7,0,ok,
153,Jerk Cream Sauce — 50/50 Mayo-Yogurt Split: WAJ Jerk Cream Sauce v.1 (50/50 Mayo-Yogurt),What a Jerk,10.373,kg,10.373,0.0,9,0,ok,
155,Jamaican Patty Dough v.4 2/2: Jamaican Patty Dough v.4 2/2,What a Jerk,9.46,kg,9.46,0.0,4,0,ok,
159,Jerk BBQ Sauce Base v.1.0 (8.55 kg batch): Jerk BBQ Sauce Base 1/4,What a Jerk,8.55,kg,8.55,-0.0,9,0,ok,
160,Jerk BBQ Dry Base Mix v.1.0 (10 kg batch): Jerk BBQ Dry Base Mix 2/4,What a Jerk,10.0,kg,10.0,0.0,10,0,ok,
161,Jerk BBQ Heat Paste v.1.0 (2 kg batch): Jerk BBQ Heat Paste 3/4,What a Jerk,2.0,kg,2.0,0.0,5,0,ok,
162,Jerk BBQ Sauce v.1.0 — Final Assembly (10 kg batch): Jerk BBQ Sauce 4/4,What a Jerk,10.0,kg,10.0,0.0,5,0,ok,
163,Coleslaw Mix v1.1,What a Jerk,9.962,kg,9.962,-0.0,13,0,ok,
164,Jamaican Patty Dough v.4 1/2: Jamaican Patty Dough v.4 1/2,What a Jerk,5.21,kg,5.21,0.0,5,0,ok,
165,Oxtail Stew — Storage Pack 14d,What a Jerk,10.0,kg,10.0,0.0,11,0,ok,
166,WAJ - Boston Bay Jerk Dry Mix,What a Jerk,10.0,kg,10.0,0.0,4,0,ok,
167,WAJ - Boston Bay Jerk Paste 2/2,What a Jerk,10.69,kg,10.69,0.0,10,0,ok,
168,WAJ-COMM-DRY-MIX-v1.0: WAJ - Commercial Jerk Dry Mix,What a Jerk,10.0,kg,10.0,0.0,6,0,ok,
169,WAJ - Commercial Jerk Paste,What a Jerk,11.38,kg,11.38,-0.0,14,0,ok,
170,Jerk Wrap Salad Mix,What a Jerk,10.8,kg,10.8,0.0,7,0,ok,
172,WAJ - Boston Bay Jerk Paste with WAJ Jerk Mix,What a Jerk,10.69,Units,0.0,-10.69,10,10,all_skipped,"WAJ Jerk Seasoning Mix v.1: kg not convertible to Units; Scallions, fresh: kg not convertible to Units; Garlic, fresh: kg not convertible to Units"
